FID,Id,ORIG_FID,typ,x,y
4011,0,12,mark,995.0079956,-166.0420074
4012,0,12,mark,995.1900024,-164.9629974
4013,0,12,mark,995.3709717,-163.8829956
4014,0,12,mark,995.5529785,-162.8029938
4015,0,12,mark,995.7349854,-161.7230072
4016,0,12,mark,995.9169922,-160.6439972
4017,0,12,mark,996.0989990,-159.5639954
4018,0,12,mark,996.2810059,-158.4839935
4019,0,12,mark,996.4630127,-157.4040070
4020,0,12,mark,996.6439819,-156.3249969
4021,0,12,mark,996.8259888,-155.2449951
4022,0,12,mark,997.0079956,-154.1649933
4023,0,12,mark,997.1900024,-153.0850067
4024,0,12,mark,997.3720093,-152.0059967
4025,0,12,mark,997.5540161,-150.9259949
4026,0,12,mark,997.7360229,-149.8459930
4027,0,12,mark,997.9169922,-148.7660065
4028,0,12,mark,998.0989990,-147.6869965
4029,0,12,mark,998.2810059,-146.6069946
4030,0,12,mark,998.4630127,-145.5269928
4031,0,12,mark,998.6450195,-144.4470062
4032,0,12,mark,998.8270264,-143.3679962
4033,0,12,mark,999.0079956,-142.2879944
4034,0,12,mark,999.1900024,-141.2079926
4035,0,12,mark,999.3720093,-140.1280060
4036,0,12,mark,999.5540161,-139.0489960
4037,0,12,mark,999.7360229,-137.9689941
4038,0,12,mark,999.9180298,-136.8890076
4039,0,12,mark,1000.0999756,-135.8090057
4040,0,12,mark,1000.2700195,-134.7279968
4041,0,12,mark,1000.4500122,-133.6470032
4042,0,12,mark,1000.6199951,-132.5659943
4043,0,12,mark,1000.7999878,-131.4850006
4044,0,12,mark,1000.9699707,-130.4040070
4045,0,12,mark,1001.1400146,-129.3229980
4046,0,12,mark,1001.3200073,-128.2420044
4047,0,12,mark,1001.4899902,-127.1610031
4048,0,12,mark,1001.6699829,-126.0800018
4049,0,12,mark,1001.8400269,-124.9990005
4050,0,12,mark,1002.0200195,-123.9179993
4051,0,12,mark,1002.1900024,-122.8369980
4052,0,12,mark,1002.3599854,-121.7559967
4053,0,12,mark,1002.5000000,-120.6709976
4054,0,12,mark,1002.6199951,-119.5820007
4055,0,12,mark,1002.7399902,-118.4929962
4056,0,12,mark,1002.8499756,-117.4049988
4057,0,12,mark,1002.9699707,-116.3160019
4058,0,12,mark,1003.0900269,-115.2269974
4059,0,12,mark,1003.2000122,-114.1380005
4060,0,12,mark,1003.3200073,-113.0500031
4061,0,12,mark,1003.4400024,-111.9609985
4062,0,12,mark,1003.5499878,-110.8720016
4063,0,12,mark,1003.6699829,-109.7829971
4064,0,12,mark,1003.7899780,-108.6949997
4065,0,12,mark,1004.0999756,-107.6790009
4066,0,12,mark,1004.7299805,-106.7880020
4067,0,12,mark,1005.3699951,-105.8970032
4068,0,12,mark,1006.0000000,-105.0059967
4069,0,12,mark,1006.6400146,-104.1149979
4070,0,12,mark,1007.2800293,-103.2239990
4071,0,12,mark,1007.9099731,-102.3330002
4072,0,12,mark,1008.5499878,-101.4420013
4073,0,12,mark,1009.1900024,-100.5510025
4074,0,12,mark,1009.8200073,-99.6601028
4075,0,12,mark,1010.4600220,-98.7690964
4076,0,12,mark,1011.0800171,-98.1622009
4077,0,12,mark,1011.5900269,-99.1283035
4078,0,12,mark,1012.1099854,-100.0940018
4079,0,12,mark,1012.6199951,-101.0609970
4080,0,12,mark,1013.1400146,-102.0270004
4081,0,12,mark,1013.6500244,-102.9929962
4082,0,12,mark,1014.1699829,-103.9589996
4083,0,12,mark,1014.6799927,-104.9250031
4084,0,12,mark,1015.3800049,-104.5429993
4085,0,12,mark,1016.1300049,-103.7460022
4086,0,12,mark,1016.8800049,-102.9489975
4087,0,12,mark,1017.6300049,-102.1510010
4088,0,12,mark,1018.3800049,-101.3539963
4089,0,12,mark,1019.1300049,-100.5569992
4090,0,12,mark,1019.8800049,-99.7592010
4091,0,12,mark,1020.6300049,-98.9618988
4092,0,12,mark,1021.3800049,-98.1644974
4093,0,12,mark,1022.1300049,-97.3672028
4094,0,12,mark,1022.7600098,-96.4781036
4095,0,12,mark,1023.3099976,-95.5323029
4096,0,12,mark,1023.8599854,-94.5865021
4097,0,12,mark,1024.4200439,-93.6407013
4098,0,12,mark,1024.9699707,-92.6949005
4099,0,12,mark,1025.5200195,-91.7490997
4100,0,12,mark,1026.0699463,-90.8032990
4101,0,12,mark,1026.6199951,-89.8574982
4102,0,12,mark,1027.1700439,-88.9116974
4103,0,12,mark,1027.7299805,-87.9658966
4104,0,12,mark,1028.2800293,-87.0201035
4105,0,12,mark,1028.8299561,-86.0743027
4106,0,12,mark,1029.2399902,-85.0697021
4107,0,12,mark,1029.5400391,-84.0152969
4108,0,12,mark,1029.8299561,-82.9608994
4109,0,12,mark,1030.1300049,-81.9065018
4110,0,12,mark,1030.4200439,-80.8520966
4111,0,12,mark,1030.7199707,-79.7976990
4112,0,12,mark,1031.0100098,-78.7433014
4113,0,12,mark,1031.3100586,-77.6889038
4114,0,12,mark,1031.5999756,-76.6344986
4115,0,12,mark,1031.9000244,-75.5801010
4116,0,12,mark,1032.1899414,-74.5257034
4117,0,12,mark,1032.6800537,-73.8454971
4118,0,12,mark,1033.6999512,-74.2386017
4119,0,12,mark,1034.7199707,-74.6315994
4120,0,12,mark,1035.7399902,-75.0246964
4121,0,12,mark,1036.7700195,-75.4178009
4122,0,12,mark,1037.7900391,-75.8107986
4123,0,12,mark,1038.8199463,-76.1849976
4124,0,12,mark,1039.8699951,-76.4858017
4125,0,12,mark,1040.9200439,-76.7865982
4126,0,12,mark,1041.9699707,-77.0874023
4127,0,12,mark,1043.0300293,-77.3881989
4128,0,12,mark,1044.0799561,-77.6890030
4129,0,12,mark,1045.1300049,-77.9897995
4130,0,12,mark,1046.2199707,-78.1369019
4131,0,12,mark,1047.3000488,-78.2624969
4132,0,13,mark,1055.9799805,-104.6940002
4133,0,13,mark,1056.1899414,-105.7669983
4134,0,13,mark,1056.4100342,-106.8410034
4135,0,13,mark,1056.6199951,-107.9150009
4136,0,13,mark,1056.8399658,-108.9879990
4137,0,13,mark,1057.0500488,-110.0619965
4138,0,13,mark,1057.2700195,-111.1360016
4139,0,13,mark,1057.4799805,-112.2099991
4140,0,13,mark,1057.6899414,-113.2829971
4141,0,13,mark,1057.9100342,-114.3570023
4142,0,13,mark,1058.1199951,-115.4309998
4143,0,13,mark,1058.3399658,-116.5039978
4144,0,13,mark,1058.5500488,-117.5780029
4145,0,13,mark,1058.7700195,-118.6520004
4146,0,13,mark,1058.9799805,-119.7249985
4147,0,13,mark,1059.1999512,-120.7990036
4148,0,13,mark,1059.4100342,-121.8730011
4149,0,13,mark,1059.6300049,-122.9459991
4150,0,13,mark,1059.8399658,-124.0199966
4151,0,13,mark,1060.0600586,-125.0940018
4152,0,13,mark,1060.2700195,-126.1669998
4153,0,13,mark,1060.4899902,-127.2409973
4154,0,13,mark,1060.6999512,-128.3150024
4155,0,13,mark,1060.9399414,-129.3840027
4156,0,13,mark,1061.1800537,-130.4519958
4157,0,13,mark,1061.4200439,-131.5200043
4158,0,13,mark,1061.6600342,-132.5870056
4159,0,13,mark,1061.9100342,-133.6549988
4160,0,13,mark,1062.1500244,-134.7230072
4161,0,13,mark,1062.3900146,-135.7899933
4162,0,13,mark,1062.6400146,-136.8580017
4163,0,13,mark,1062.8800049,-137.9259949
4164,0,13,mark,1063.1199951,-138.9940033
4165,0,13,mark,1063.3599854,-140.0610046
4166,0,13,mark,1063.6099854,-141.1289978
4167,0,13,mark,1063.8499756,-142.1970062
4168,0,13,mark,1064.0899658,-143.2649994
4169,0,13,mark,1064.3299561,-144.3329926
4170,0,13,mark,1064.3299561,-145.4279938
4171,0,13,mark,1064.3399658,-146.5220032
4172,0,13,mark,1064.5400391,-147.5980072
4173,0,13,mark,1064.7399902,-148.6750031
4174,0,13,mark,1064.9399414,-149.7519989
4175,0,13,mark,1065.1300049,-150.8289948
4176,0,13,mark,1065.3299561,-151.9060059
4177,0,13,mark,1065.5300293,-152.9830017
4178,0,13,mark,1065.7299805,-154.0590057
4179,0,13,mark,1065.9300537,-155.1360016
4180,0,13,mark,1066.1300049,-156.2129974
4181,0,13,mark,1066.3299561,-157.2899933
4182,0,13,mark,1066.5200195,-158.3670044
4183,0,13,mark,1066.7199707,-159.4440002
4184,0,13,mark,1066.9200439,-160.5200043
4185,0,13,mark,1067.1199951,-161.5970001
4186,0,13,mark,1067.3199463,-162.6739960
4187,0,13,mark,1067.5200195,-163.7510071
4188,0,13,mark,1067.7099609,-164.8280029
4189,0,13,mark,1067.9100342,-165.9049988
4190,0,13,mark,1068.1099854,-166.9810028
4191,0,13,mark,1068.3100586,-168.0579987
4192,0,13,mark,1068.5100098,-169.1349945
4193,0,13,mark,1068.7099609,-170.2120056
4194,0,13,mark,1068.9000244,-171.2890015
4195,0,13,mark,1069.0999756,-172.3659973
4196,0,13,mark,1069.3000488,-173.4420013
4197,0,13,mark,1069.5999756,-174.4960022
4198,0,13,mark,1069.9100342,-175.5449982
4199,0,13,mark,1070.2199707,-176.5950012
4200,0,13,mark,1070.5300293,-177.6450043
4201,0,13,mark,1070.8399658,-178.6950073
4202,0,13,mark,1071.1500244,-179.7449951
4203,0,13,mark,1071.4599609,-180.7949982
4204,0,13,mark,1071.7800293,-181.8439941
4205,0,13,mark,1072.0899658,-182.8939972
4206,0,13,mark,1072.4000244,-183.9440002
4207,0,13,mark,1072.7099609,-184.9940033
4208,0,13,mark,1073.0200195,-186.0440063
4209,0,13,mark,1073.3299561,-187.0939941
4210,0,13,mark,1073.6400146,-188.1439972
4211,0,13,mark,1073.9499512,-189.1929932
4212,0,13,mark,1074.2600098,-190.2429962
4213,0,13,mark,1074.5699463,-191.2929993
4214,0,13,mark,1074.8900146,-192.3430023
4215,0,13,mark,1075.0799561,-193.4149933
4216,0,13,mark,1075.1500244,-194.5070038
4217,0,13,mark,1075.2299805,-195.5989990
4218,0,13,mark,1075.3100586,-196.6909943
4219,0,13,mark,1075.3900146,-197.7830048
4220,0,13,mark,1075.4699707,-198.8750000
4221,0,13,mark,1075.5400391,-199.9680023
4222,0,13,mark,1075.6199951,-201.0599976
4223,0,13,mark,1075.6999512,-202.1519928
4224,0,13,mark,1075.7800293,-203.2440033
4225,0,13,mark,1075.8599854,-204.3359985
4226,0,13,mark,1075.9300537,-205.4279938
4227,0,13,mark,1076.0100098,-206.5209961
4228,0,13,mark,1076.0899658,-207.6130066
4229,0,13,mark,1076.1700439,-208.7050018
4230,0,13,mark,1076.2500000,-209.7969971
4231,0,13,mark,1076.3199463,-210.8890076
4232,0,13,mark,1076.4000244,-211.9810028
4233,0,13,mark,1076.5300293,-213.0639954
4234,0,13,mark,1076.8599854,-214.1100006
4235,0,13,mark,1077.1800537,-215.1569977
4236,0,13,mark,1077.5000000,-216.2030029
4237,0,13,mark,1077.8199463,-217.2500000
4238,0,13,mark,1078.1400146,-218.2960052
4239,0,13,mark,1078.4699707,-219.3430023
4240,0,13,mark,1078.7900391,-220.3890076
4241,0,13,mark,1079.1099854,-221.4360046
4242,0,13,mark,1079.4300537,-222.4830017
4243,0,13,mark,1079.7500000,-223.5290070
4244,0,13,mark,1080.0799561,-224.5760040
4245,0,13,mark,1080.4000244,-225.6219940
4246,0,13,mark,1080.7199707,-226.6690063
4247,0,13,mark,1081.0400391,-227.7149963
4248,0,13,mark,1081.3599854,-228.7619934
4249,0,13,mark,1081.6899414,-229.8079987
4250,0,13,mark,1082.0100098,-230.8549957
4251,0,13,mark,1082.4899902,-231.8190002
4252,0,13,mark,1083.1500244,-232.6950073
4253,0,13,mark,1083.8000488,-233.5709991
4254,0,13,mark,1084.4599609,-234.4470062
4255,0,13,mark,1085.1199951,-235.3229980
4256,0,13,mark,1085.7800293,-236.1990051
4257,0,13,mark,1086.4300537,-237.0749969
4258,0,13,mark,1087.0899658,-237.9510040
4259,0,13,mark,1087.7500000,-238.8269958
4260,0,13,mark,1088.4000244,-239.7030029
4261,0,13,mark,1089.2700195,-240.3370056
4262,0,13,mark,1090.2299805,-240.8690033
4263,0,13,mark,1091.1899414,-241.3999939
4264,0,13,mark,1092.1400146,-241.9320068
4265,0,13,mark,1093.0999756,-242.4640045
4266,0,13,mark,1094.0600586,-242.9960022
4267,0,13,mark,1095.0100098,-243.5269928
4268,0,13,mark,1095.4100342,-244.5449982
4269,0,13,mark,1095.8100586,-245.5670013
4270,0,13,mark,1096.1999512,-246.5890045
4271,0,13,mark,1096.5899658,-247.6109924
4272,0,13,mark,1096.9799805,-248.6329956
4273,0,13,mark,1097.3800049,-249.6549988
4274,0,13,mark,1097.7700195,-250.6770020
4275,0,13,mark,1098.1600342,-251.6990051
4276,0,13,mark,1098.5600586,-252.7209930
4277,0,13,mark,1098.9499512,-253.7420044
4278,0,13,mark,1099.3399658,-254.7640076
4279,0,13,mark,1099.7399902,-255.7859955
4280,0,13,mark,1100.1300049,-256.8080139
4281,0,13,mark,1100.5200195,-257.8299866
4282,0,13,mark,1100.9200439,-258.8519897
4283,0,13,mark,1101.3100586,-259.8739929
4284,0,13,mark,1101.6999512,-260.8959961
4285,0,13,mark,1102.0899658,-261.9179993
4286,0,13,mark,1102.3599854,-262.9800110
4287,0,13,mark,1102.5899658,-264.0490112
4288,0,13,mark,1102.8199463,-265.1189880
4289,0,13,mark,1103.0600586,-266.1889954
4290,0,13,mark,1103.2900391,-267.2579956
4291,0,13,mark,1103.5300293,-268.3280029
4292,0,13,mark,1103.7600098,-269.3980103
4293,0,13,mark,1103.9899902,-270.4670105
4294,0,13,mark,1104.2299805,-271.5369873
4295,0,13,mark,1104.4599609,-272.6069946
4296,0,13,mark,1104.6999512,-273.6759949
4297,0,13,mark,1104.9300537,-274.7460022
4298,0,13,mark,1105.1600342,-275.8160095
4299,0,13,mark,1105.4000244,-276.8850098
4300,0,13,mark,1105.6300049,-277.9549866
4301,0,13,mark,1105.8699951,-279.0249939
4302,0,13,mark,1106.0999756,-280.0939941
4303,0,13,mark,1106.3299561,-281.1640015
4304,0,13,mark,1106.5699463,-282.2340088
4305,0,13,mark,1106.8000488,-283.3030090
4306,0,13,mark,1107.0400391,-284.3729858
4307,0,13,mark,1107.2800293,-285.4400024
4308,0,13,mark,1107.5300293,-286.5060120
4309,0,13,mark,1107.7900391,-287.5710144
4310,0,13,mark,1108.0400391,-288.6359863
4311,0,13,mark,1108.2900391,-289.7009888
4312,0,13,mark,1108.5500488,-290.7659912
4313,0,13,mark,1108.8000488,-291.8320007
4314,0,13,mark,1109.0500488,-292.8970032
4315,0,13,mark,1109.3100586,-293.9620056
4316,0,13,mark,1109.5600586,-295.0270081
4317,0,13,mark,1109.8199463,-296.0920105
4318,0,13,mark,1110.0699463,-297.1570129
4319,0,13,mark,1110.3199463,-298.2229919
4320,0,13,mark,1110.5799561,-299.2879944
4321,0,13,mark,1110.8900146,-300.3330078
4322,0,13,mark,1111.3000488,-301.3500061
4323,0,13,mark,1111.6999512,-302.3670044
4324,0,13,mark,1112.1099854,-303.3829956
4325,0,13,mark,1112.5200195,-304.3999939
4326,0,13,mark,1112.9200439,-305.4169922
4327,0,13,mark,1113.3299561,-306.4330139
4328,0,13,mark,1113.7399902,-307.4500122
4329,0,13,mark,1114.1400146,-308.4670105
4330,0,13,mark,1114.5500488,-309.4830017
4331,0,13,mark,1114.9599609,-310.5000000
4332,0,13,mark,1115.3599854,-311.5159912
4333,0,13,mark,1115.7700195,-312.5329895
4334,0,13,mark,1116.1800537,-313.5499878
4335,0,13,mark,1116.5799561,-314.5660095
4336,0,13,mark,1116.9899902,-315.5830078
4337,0,13,mark,1117.4000244,-316.6000061
4338,0,13,mark,1117.8000488,-317.6159973
4339,0,13,mark,1118.2099609,-318.6329956
4340,0,13,mark,1118.6199951,-319.6499939
4341,0,13,mark,1119.0200195,-320.6659851
4342,0,13,mark,1119.4300537,-321.6839905
4343,0,13,mark,1119.8299561,-322.7040100
4344,0,13,mark,1120.2299805,-323.7229919
4345,0,13,mark,1120.6300049,-324.7430115
4346,0,13,mark,1121.0200195,-325.7630005
4347,0,13,mark,1121.4200439,-326.7820129
4348,0,13,mark,1121.8199463,-327.8020020
4349,0,13,mark,1122.2199707,-328.8219910
4350,0,13,mark,1122.6199951,-329.8410034
4351,0,13,mark,1123.0200195,-330.8609924
4352,0,13,mark,1123.4200439,-331.8810120
4353,0,13,mark,1123.8199463,-332.8999939
4354,0,13,mark,1124.2199707,-333.9200134
4355,0,13,mark,1124.6199951,-334.9400024
4356,0,13,mark,1125.0100098,-335.9590149
4357,0,13,mark,1125.4100342,-336.9790039
4358,0,14,glacier,1055.6800537,-82.4437027
4359,0,14,glacier,1056.6600342,-81.9686966
4360,0,14,glacier,1057.6500244,-81.4936981
4361,0,14,glacier,1058.6400146,-81.0186996
4362,0,14,glacier,1059.6199951,-80.5437012
4363,0,14,glacier,1060.6099854,-80.0686035
4364,0,14,glacier,1061.5999756,-79.5935974
4365,0,14,glacier,1062.5799561,-79.1185989
4366,0,14,glacier,1063.5699463,-78.6436005
4367,0,14,glacier,1064.5799561,-78.2192001
4368,0,14,glacier,1065.6400146,-77.9623032
4369,0,14,glacier,1066.6999512,-77.7052994
4370,0,14,glacier,1067.7700195,-77.4484024
4371,0,14,glacier,1068.8299561,-77.1914978
4372,0,14,glacier,1069.9000244,-76.9346008
4373,0,14,glacier,1070.9599609,-76.6776962
4374,0,14,glacier,1072.0300293,-76.4207001
4375,0,14,glacier,1073.0899658,-76.1638031
4376,0,14,glacier,1074.1500244,-75.9068985
4377,0,14,glacier,1075.2199707,-75.6623001
4378,0,14,glacier,1076.2900391,-75.4297028
4379,0,14,glacier,1077.3599854,-75.1970978
4380,0,14,glacier,1078.4300537,-74.9645004
4381,0,14,glacier,1079.5000000,-74.7319031
4382,0,14,glacier,1080.5699463,-74.4992981
4383,0,14,glacier,1081.6400146,-74.2667007
4384,0,14,glacier,1082.7099609,-74.0341034
4385,0,14,glacier,1083.5500488,-73.3638000
4386,0,14,glacier,1084.3399658,-72.6070023
4387,0,14,glacier,1085.1300049,-71.8500977
4388,0,14,glacier,1085.9200439,-71.0932999
4389,0,14,glacier,1086.7099609,-70.3364029
4390,0,14,glacier,1087.5100098,-69.5794983
4391,0,14,glacier,1088.3000488,-68.8227005
4392,0,14,glacier,1089.0899658,-68.0658035
4393,0,14,glacier,1089.8800049,-67.3089981
4394,0,14,glacier,1090.6700439,-66.5521011
4395,0,14,glacier,1091.4799805,-65.8190002
4396,0,14,glacier,1092.3199463,-65.1137009
4397,0,14,glacier,1093.1600342,-64.4084015
4398,0,14,glacier,1094.0000000,-63.7030983
4399,0,14,glacier,1094.8299561,-62.9977989
4400,0,14,glacier,1095.6700439,-62.2924995
4401,0,14,glacier,1096.5100098,-61.5872002
4402,0,14,glacier,1097.3499756,-60.8819008
4403,0,14,glacier,1098.2500000,-60.2850990
4404,0,14,glacier,1099.2600098,-59.8783989
4405,0,14,glacier,1100.2800293,-59.4718018
4406,0,14,glacier,1101.3000488,-59.0651016
4407,0,14,glacier,1102.3100586,-58.6585007
4408,0,14,glacier,1103.3299561,-58.2518005
4409,0,14,glacier,1104.3499756,-57.8451004
4410,0,14,glacier,1105.3599854,-57.4384995
4411,0,14,glacier,1106.3800049,-57.0317993
4412,0,14,glacier,1107.4399414,-56.7659988
4413,0,14,glacier,1108.5200195,-56.5994987
4414,0,14,glacier,1109.5999756,-56.4329987
4415,0,14,glacier,1110.6800537,-56.2664986
4416,0,14,glacier,1111.7199707,-55.9714012
4417,0,14,glacier,1112.6300049,-55.3746986
4418,0,14,glacier,1113.5500488,-54.7779999
4419,0,14,glacier,1114.4699707,-54.1811981
4420,0,14,glacier,1115.3900146,-53.5844994
4421,0,14,glacier,1116.3100586,-52.9878006
4422,0,14,glacier,1117.2199707,-52.3909988
4423,0,14,glacier,1118.1400146,-51.7943001
4424,0,14,glacier,1119.1500244,-51.6040001
4425,0,14,glacier,1120.2299805,-51.7840004
4426,0,14,glacier,1121.3100586,-51.9640007
4427,0,14,glacier,1122.3900146,-52.1440010
4428,0,14,glacier,1123.4699707,-52.3240013
4429,0,14,glacier,1124.5500488,-52.5040016
4430,0,14,glacier,1125.5999756,-52.7873993
4431,0,14,glacier,1126.6300049,-53.1470985
4432,0,14,glacier,1127.6700439,-53.5068016
4433,0,14,glacier,1128.6999512,-53.8665009
4434,0,14,glacier,1129.7399902,-54.2262001
4435,0,14,glacier,1130.7700195,-54.5858994
4436,0,14,glacier,1131.8000488,-54.9457016
4437,0,14,glacier,1132.8399658,-55.3054008
4438,0,14,glacier,1133.9000244,-55.5345993
4439,0,14,glacier,1134.9899902,-55.6893997
4440,0,14,glacier,1136.0699463,-55.8442993
4441,0,14,glacier,1137.1600342,-55.9990997
4442,0,14,glacier,1138.2399902,-56.1539993
4443,0,14,glacier,1139.3199463,-56.3087997
4444,0,14,glacier,1140.4100342,-56.4636993
4445,0,14,glacier,1141.2399902,-57.0918007
4446,0,14,glacier,1141.9799805,-57.9020004
4447,0,14,glacier,1142.7099609,-58.7122002
4448,0,14,glacier,1143.4499512,-59.5223999
4449,0,14,glacier,1144.1899414,-60.3325996
4450,0,14,glacier,1144.6099854,-61.3322983
4451,0,14,glacier,1144.9899902,-62.3587990
4452,0,14,glacier,1145.3699951,-63.3852005
4453,0,14,glacier,1145.7600098,-64.4115982
4454,0,14,glacier,1146.1400146,-65.4381027
4455,0,14,glacier,1146.5200195,-66.4645004
4456,0,14,glacier,1146.9000244,-67.4909973
4457,0,14,glacier,1147.2800293,-68.5174026
4458,0,14,glacier,1147.6600342,-69.5438004
4459,0,14,glacier,1148.0400391,-70.5702972
4460,0,14,glacier,1148.4200439,-71.5967026
4461,0,14,glacier,1148.8100586,-72.6231003
4462,0,14,glacier,1149.0300293,-73.6891022
4463,0,14,glacier,1149.1999512,-74.7715988
4464,0,14,glacier,1149.3599854,-75.8541031
4465,0,14,glacier,1149.5300293,-76.9365997
4466,0,14,glacier,1149.6899414,-78.0190964
4467,0,14,glacier,1149.8599854,-79.1016006
4468,0,14,glacier,1150.0200195,-80.1840973
4469,0,14,glacier,1150.1899414,-81.2666016
4470,0,14,glacier,1150.3499756,-82.3490982
4471,0,14,glacier,1150.5200195,-83.4315033
4472,0,14,glacier,1150.6800537,-84.5139999
4473,0,14,glacier,1150.8499756,-85.5964966
4474,0,14,glacier,1151.0100098,-86.6790009
4475,0,14,glacier,1151.1800537,-87.7614975
4476,0,14,glacier,1151.3399658,-88.8440018
4477,0,14,glacier,1151.5799561,-89.9095001
4478,0,14,glacier,1151.8900146,-90.9605026
4479,0,14,glacier,1152.1999512,-92.0113983
4480,0,14,glacier,1152.5000000,-93.0624008
4481,0,14,glacier,1152.8100586,-94.1134033
4482,0,14,glacier,1153.1199951,-95.1643982
4483,0,14,glacier,1153.4300537,-96.2153015
4484,0,14,glacier,1153.7299805,-97.2662964
4485,0,14,glacier,1154.0400391,-98.3172989
4486,0,14,glacier,1154.3499756,-99.3682022
4487,0,14,glacier,1154.6500244,-100.4189987
4488,0,14,glacier,1154.9599609,-101.4700012
4489,0,14,glacier,1155.2700195,-102.5210037
4490,0,14,glacier,1155.5799561,-103.5719986
4491,0,14,glacier,1155.8800049,-104.6230011
4492,0,14,glacier,1156.1899414,-105.6740036
4493,0,14,glacier,1156.5000000,-106.7249985
4494,0,14,glacier,1156.8000488,-107.7760010
4495,0,14,glacier,1157.1099854,-108.8270035
4496,0,14,glacier,1157.4200439,-109.8779984
4497,0,14,glacier,1157.7299805,-110.9290009
4498,0,14,glacier,1158.0300293,-111.9800034
4499,0,14,glacier,1158.3299561,-113.0329971
4500,0,14,glacier,1158.6300049,-114.0869980
4501,0,14,glacier,1158.9200439,-115.1419983
4502,0,14,glacier,1159.2199707,-116.1969986
4503,0,14,glacier,1159.5100098,-117.2519989
4504,0,14,glacier,1159.8000488,-118.3059998
4505,0,14,glacier,1160.0999756,-119.3610001
4506,0,14,glacier,1160.3900146,-120.4160004
4507,0,14,glacier,1160.6899414,-121.4710007
4508,0,14,glacier,1160.9799805,-122.5250015
4509,0,14,glacier,1161.2700195,-123.5800018
4510,0,14,glacier,1161.5699463,-124.6350021
4511,0,14,glacier,1161.8599854,-125.6900024
4512,0,14,glacier,1162.1600342,-126.7440033
4513,0,14,glacier,1162.4499512,-127.7990036
4514,0,14,glacier,1162.7399902,-128.8540039
4515,0,14,glacier,1163.0400391,-129.9089966
4516,0,14,glacier,1163.3299561,-130.9640045
4517,0,14,glacier,1163.6300049,-132.0180054
4518,0,14,glacier,1163.9200439,-133.0729980
4519,0,14,glacier,1164.2099609,-134.1280060
4520,0,14,glacier,1164.5200195,-135.1779938
4521,0,14,glacier,1164.8399658,-136.2279968
4522,0,14,glacier,1165.1500244,-137.2769928
4523,0,14,glacier,1165.4599609,-138.3260040
4524,0,14,glacier,1165.7700195,-139.3760071
4525,0,14,glacier,1166.0899658,-140.4250031
4526,0,14,glacier,1166.4000244,-141.4739990
4527,0,14,glacier,1166.7099609,-142.5240021
4528,0,14,glacier,1167.0200195,-143.5729980
4529,0,14,glacier,1167.3399658,-144.6230011
4530,0,14,glacier,1167.6500244,-145.6719971
4531,0,14,glacier,1167.9599609,-146.7209930
4532,0,14,glacier,1168.2700195,-147.7709961
4533,0,14,glacier,1168.5899658,-148.8200073
4534,0,14,glacier,1168.9000244,-149.8699951
4535,0,14,glacier,1169.2099609,-150.9190063
4536,0,14,glacier,1169.6500244,-151.9199982
4537,0,14,glacier,1170.1099854,-152.9129944
4538,0,14,glacier,1170.5799561,-153.9049988
4539,0,14,glacier,1171.0400391,-154.8970032
4540,0,14,glacier,1171.5000000,-155.8890076
4541,0,14,glacier,1171.9499512,-155.9989929
4542,0,14,glacier,1172.3699951,-154.9889984
4543,0,14,glacier,1172.7900391,-153.9790039
4544,0,14,glacier,1173.2199707,-152.9689941
4545,0,14,glacier,1173.6400146,-151.9600067
4546,0,14,glacier,1174.0600586,-150.9499969
4547,0,14,glacier,1174.4899902,-149.9400024
4548,0,14,glacier,1174.9100342,-148.9299927
4549,0,14,glacier,1175.3399658,-147.9210052
4550,0,14,glacier,1175.7600098,-146.9109955
4551,0,14,glacier,1176.1800537,-145.9010010
4552,0,14,glacier,1176.6400146,-144.9060059
4553,0,14,glacier,1177.1300049,-143.9270020
4554,0,14,glacier,1177.6199951,-142.9470062
4555,0,14,glacier,1178.1099854,-141.9680023
4556,0,14,glacier,1178.5999756,-140.9889984
4557,0,14,glacier,1179.0899658,-140.0090027
4558,0,14,glacier,1179.5799561,-139.0299988
4559,0,14,glacier,1180.0500488,-138.0449982
4560,0,14,glacier,1180.4899902,-137.0390015
4561,0,14,glacier,1180.9200439,-136.0330048
4562,0,14,glacier,1181.3499756,-135.0260010
4563,0,14,glacier,1181.7800293,-134.0200043
4564,0,14,glacier,1182.2099609,-133.0130005
4565,0,14,glacier,1182.6400146,-132.0070038
4566,0,14,glacier,1183.0699463,-131.0000000
4567,0,14,glacier,1183.5000000,-129.9940033
4568,0,14,glacier,1183.9399414,-128.9880066
4569,0,15,mark,1182.1300049,-307.0400085
4570,0,15,mark,1182.1600342,-305.9450073
4571,0,15,mark,1182.1800537,-304.8510132
4572,0,15,mark,1182.1999512,-303.7560120
4573,0,15,mark,1182.2299805,-302.6610107
4574,0,15,mark,1182.2500000,-301.5660095
4575,0,15,mark,1182.2700195,-300.4719849
4576,0,15,mark,1182.3000488,-299.3770142
4577,0,15,mark,1182.3199463,-298.2820129
4578,0,15,mark,1182.3399658,-297.1879883
4579,0,15,mark,1182.3699951,-296.0929871
4580,0,15,mark,1182.3900146,-294.9979858
4581,0,15,mark,1182.4100342,-293.9039917
4582,0,15,mark,1182.4399414,-292.8089905
4583,0,15,mark,1182.4599609,-291.7139893
4584,0,15,mark,1182.4799805,-290.6189880
