time,Easting,Northing,Altitude,mark,glacier,fuffens,Name
2017-04-07 13:15:59,653867.0573364461,7556810.260965411,1484.5263101464843,,1434.143798828125,1397.9285374609374,erik1
2017-04-07 13:16:00,653844.6459956601,7556805.106644537,1486.7720473046875,,1435.7899169921875,1400.0011004091796,erik1
2017-04-07 13:16:01,653822.0201436013,7556799.677456413,1489.501543203125,,1437.8076171875,1402.5088121904298,erik1
2017-04-07 13:16:02,653799.1270598515,7556794.035809288,1491.7860346875,,1439.38037109375,1404.571542205078,erik1
2017-04-07 13:16:03,653776.2351890681,7556787.963680663,1494.8699645507813,,1441.4757080078125,1407.2918277845054,erik1
2017-04-07 13:16:04,653753.4815139557,7556780.926115213,1498.0866996679688,,1443.23291015625,1409.723363686849,erik1
2017-04-07 13:16:05,653731.2074777264,7556771.894709341,1501.2511283984375,,1445.1651611328125,1411.8299058076173,erik1
2017-04-07 13:16:06,653709.452034594,7556759.69186735,1504.3611131445311,,1447.234375,1414.0630593795572,erik1
2017-04-07 13:16:07,653688.8519628138,7556744.37439805,1507.2206424804688,,1449.6640625,1416.3106580810547,erik1
2017-04-07 13:16:08,653670.0671171626,7556725.438644019,1510.4281931542969,,1452.592529296875,1418.8651937080078,erik1
2017-04-07 13:16:09,653654.1371924265,7556702.815675779,1513.673755966797,,1455.5316162109375,1421.0507527749025,erik1
2017-04-07 13:16:10,653641.437135115,7556677.08037228,1516.4871683203125,,1458.48486328125,1422.2055027333986,erik1
2017-04-07 13:16:11,653632.6716231868,7556648.677541246,1518.589018671875,,1460.8096923828125,1422.506982880078,erik1
2017-04-07 13:16:12,653628.2656476024,7556617.9322055,1520.3329786621093,,1462.689208984375,1420.2053606500651,erik1
2017-04-07 13:16:13,653628.091418314,7556585.754443515,1522.014991142578,,1463.9091796875,1417.4079555403646,erik1
2017-04-07 13:16:14,653631.9122564871,7556552.710656939,1523.110195576172,,1464.4306640625,1416.1636907109375,erik1
2017-04-07 13:16:15,653639.5927341214,7556519.429576223,1523.3377438183593,,1464.084228515625,1413.8773564836774,erik1
2017-04-07 13:16:16,653650.9244531962,7556486.882004669,1523.5930173144532,,1463.765869140625,1405.9383910460567,erik1
2017-04-07 13:16:17,653666.1204841706,7556455.661360097,1523.861377421875,,1462.957275390625,,erik1
2017-04-07 13:16:18,653685.7522048107,7556425.811258665,1524.083667265625,,1461.7469482421875,,erik1
2017-04-07 13:16:19,653711.0318892824,7556396.8986551445,1523.7134271191405,,1460.182861328125,,erik1
